Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testFromBoundaries_multipleClosedIntervals,yes,yes,yes,yes,,
,,,,testFromBoundaries_mixedOpenAndClosedIntervals,yes,yes,yes,yes,,
,,,,testFromBoundaries_intervalEqualToTolerance_onlyFirstBoundaryUsed,yes,yes,yes,yes,,
,,,,testFromBoundaries_intervalSmallerThanTolerance_onlyFirstBoundaryUsed,yes,yes,yes,yes,,
,,,,testProjectToBoundary,yes,yes,yes,yes,,
,,,,testInterval,yes,yes,yes,yes,,
,,,,testInfinite,yes,yes,yes,yes,,
,,,,testBooleanOperations,yes,yes,yes,yes,,
,,,OrientedPointTest.java,testConstructor,yes,yes,yes,yes,,
,,,,testCopySelf,yes,yes,yes,yes,,
,,,,testGetOffset_direct_point,yes,yes,yes,yes,,
,,,,testGetOffset_notDirect_point,yes,yes,yes,yes,,
,,,,testGetOffset_direct_vector,yes,yes,yes,yes,,
,,,,testGetOffset_notDirect_vector,yes,yes,yes,yes,,
,,,,testWholeHyperplane,yes,yes,yes,yes,,
,,,,testWholeSpace,yes,yes,yes,yes,,
,,,,testSameOrientationAs,yes,yes,yes,yes,,
,,,,testProject,yes,yes,yes,yes,,
,,,,testRevertSelf,yes,yes,yes,yes,,
,,,SubOrientedPointTest.java,testGetSize,yes,yes,yes,yes,,
,,,,testIsEmpty,yes,yes,yes,yes,,
,,,,testBuildNew,yes,yes,yes,yes,,
,,,,testSplit_resultOnMinusSide,yes,yes,yes,yes,,
,,,,testSplit_resultOnPlusSide,yes,yes,yes,yes,,
,,,,testSplit_equivalentHyperplanes,yes,yes,yes,yes,,
,,,,testSplit_usesToleranceFromParentHyperplane,yes,yes,yes,yes,,
,,,Vector1DFormatAbstractTest.java,testSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testNegativeX,yes,yes,yes,yes,,
,,,,testNonDefaultSetting,yes,yes,yes,yes,,
,,,,testDefaultFormatVector1D,yes,yes,yes,yes,,
,,,,testNan,yes,yes,yes,yes,,
,,,,testPositiveInfinity,yes,yes,yes,yes,,
,,,,tesNegativeInfinity,yes,yes,yes,yes,,
,,,,testParseSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testParseIgnoredWhitespace,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testParseNegativeX,yes,yes,yes,yes,,
,,,,testParseNegativeY,yes,yes,yes,yes,,
,,,,testParseNegativeZ,yes,yes,yes,yes,,
,,,,testParseNegativeAll,yes,yes,yes,yes,,
,,,,testParseZeroX,yes,yes,yes,yes,,
,,,,testParseNonDefaultSetting,yes,yes,yes,yes,,
,,,,testParseNan,yes,yes,yes,yes,,
,,,,testParsePositiveInfinity,yes,yes,yes,yes,,
,,,,testParseNegativeInfinity,yes,yes,yes,yes,,
,,,,testConstructorSingleFormat,yes,yes,yes,yes,,
,,,,testForgottenPrefix,yes,yes,yes,yes,,
,,,,testForgottenSuffix,yes,yes,yes,yes,,
,,,Euclidean3DTest.java,testDimension,yes,yes,yes,yes,,
,,,,testSubSpace,yes,yes,yes,yes,,
,,,,testSerialization,yes,yes,yes,yes,,
,,,LineTest.java,testContains,yes,yes,yes,yes,,
,,,,testIntersection,yes,yes,yes,yes,,
,,,PlaneTest.java,testContains,yes,yes,yes,yes,,
,,,,testOffset,yes,yes,yes,yes,,
,,,,testPoint,yes,yes,yes,yes,,
,,,,testThreePoints,yes,yes,yes,yes,,
,,,,testRotate,yes,yes,yes,yes,,
,,,,testTranslate,yes,yes,yes,yes,,
,,,,testIntersection,yes,yes,yes,yes,,
,,,,testIntersection2,yes,yes,yes,yes,,
,,,,testIntersection3,yes,yes,yes,yes,,
,,,,testSimilar,yes,yes,yes,yes,,
,,,PolyhedronsSetTest.java,testWholeSpace,yes,yes,yes,yes,,
,,,,testEmptyRegion,yes,yes,yes,yes,,
,,,,testHalfSpace,yes,yes,yes,yes,,
,,,,testInvertedRegion,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_noBoundaries_treeRepresentsWholeSpace,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_unitBox,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_twoBoxes_disjoint,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_twoBoxes_sharedSide,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_twoBoxes_separationLessThanTolerance,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_twoBoxes_sharedEdge,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_twoBoxes_sharedPoint,yes,yes,yes,yes,,
,,,,testCreateBox,yes,yes,yes,yes,,
,,,,testInvertedBox,yes,yes,yes,yes,,
,,,,testTetrahedron,yes,yes,yes,yes,,
,,,,testSphere,yes,yes,yes,yes,,
,,,,testIsometry,yes,yes,yes,yes,,
,,,,testBuildBox,yes,yes,yes,yes,,
,,,,testCross,yes,yes,yes,yes,,
,,,,testCreateFromBoundaries_handlesSmallBoundariesCreatedDuringConstruction,yes,yes,yes,yes,,
,,,,testTooThinBox,yes,yes,yes,yes,,
,,,,testWrongUsage,yes,yes,yes,yes,,
,,,,testDumpParse,yes,yes,yes,yes,,
,,,,testCreateFromBRep_connectedFacets,yes,yes,yes,yes,,
,,,,testCreateFromBRep_verticesTooClose,yes,yes,yes,yes,,
,,,,testCreateFromBRep_hole,yes,yes,yes,yes,,
,,,,testCreateFromBRep_nonPlanar,yes,yes,yes,yes,,
,,,,testCreateFromBRep_badOrientation,yes,yes,yes,yes,,
,,,,testCreateFromBRep_wrongNumberOfPoints,yes,yes,yes,yes,,
,,,,testFirstIntersection,yes,yes,yes,yes,,
,,,,testFirstIntersection_onlyReturnsPointsInDirectionOfRay,yes,yes,yes,yes,,
,,,,testBoolean_union,yes,yes,yes,yes,,
,,,,testUnion_self,yes,yes,yes,yes,,
,,,,testBoolean_intersection,yes,yes,yes,yes,,
,,,,testIntersection_self,yes,yes,yes,yes,,
,,,,testBoolean_xor_twoCubes,yes,yes,yes,yes,,
,,,,testBoolean_xor_cubeAndSphere,yes,yes,yes,yes,,
,,,,testXor_self,yes,yes,yes,yes,,
,,,,testBoolean_difference,yes,yes,yes,yes,,
,,,,testDifference_self,yes,yes,yes,yes,,
,,,,testBoolean_multiple,yes,yes,yes,yes,,
,,,,testProjectToBoundary,yes,yes,yes,yes,,
,,,,testProjectToBoundary_invertedRegion,yes,yes,yes,yes,,
,,,RotationTest.java,testIdentity,yes,yes,yes,yes,,
,,,,testAxisAngleDeprecated,yes,yes,yes,yes,,
,,,,testAxisAngleVectorOperator,yes,yes,yes,yes,,
,,,,testAxisAngleFrameTransform,yes,yes,yes,yes,,
,,,,testRevertDeprecated,yes,yes,yes,yes,,
,,,,testRevertVectorOperator,yes,yes,yes,yes,,
,,,,testRevertFrameTransform,yes,yes,yes,yes,,
,,,,testVectorOnePair,yes,yes,yes,yes,,
,,,,testVectorTwoPairs,yes,yes,yes,yes,,
,,,,testMatrix,yes,yes,yes,yes,,
,,,,testAnglesDeprecated,yes,yes,yes,yes,,
,,,,testAngles,yes,yes,yes,yes,,
,,,,testSingularities,yes,yes,yes,yes,,
,,,,testQuaternion,yes,yes,yes,yes,,
,,,,testApplyTo,yes,yes,yes,yes,,
,,,,testComposeVectorOperator,yes,yes,yes,yes,,
,,,,testComposeFrameTransform,yes,yes,yes,yes,,
,,,,testApplyInverseToRotation,yes,yes,yes,yes,,
,,,,testComposeInverseVectorOperator,yes,yes,yes,yes,,
,,,,testComposeInverseFrameTransform,yes,yes,yes,yes,,
,,,,testArray,yes,yes,yes,yes,,
,,,,testApplyInverseTo,yes,yes,yes,yes,,
,,,,testIssue639,yes,yes,yes,yes,,
,,,,testIssue801,yes,yes,yes,yes,,
,,,,testGithubPullRequest22A,yes,yes,yes,yes,,
,,,,testGithubPullRequest22B,yes,yes,yes,yes,,
,,,SphereGeneratorTest.java,testSupport0Point,yes,yes,yes,yes,,
,,,,testSupport1Point,yes,yes,yes,yes,,
,,,,testSupport2Points,yes,yes,yes,yes,,
,,,,testSupport3Points,yes,yes,yes,yes,,
,,,,testSupport4Points,yes,yes,yes,yes,,
,,,,testRandom,yes,yes,yes,yes,,
,,,,testDegeneratedCase,yes,yes,yes,yes,,
,,,SphericalCoordinatesTest.java,testCoordinatesStoC,yes,yes,yes,yes,,
,,,,testCoordinatesCtoS,yes,yes,yes,yes,,
,,,,testGradient,yes,yes,yes,yes,,
,,,,testHessian,yes,yes,yes,yes,,
,,,,testSerialization,yes,yes,yes,yes,,
,,,SubLineTest.java,testEndPoints,yes,yes,yes,yes,,
,,,,testNoEndPoints,yes,yes,yes,yes,,
,,,,testNoSegments,yes,yes,yes,yes,,
,,,,testSeveralSegments,yes,yes,yes,yes,,
,,,,testHalfInfiniteNeg,yes,yes,yes,yes,,
,,,,testHalfInfinitePos,yes,yes,yes,yes,,
,,,,testIntersectionInsideInside,yes,yes,yes,yes,,
,,,,testIntersectionInsideBoundary,yes,yes,yes,yes,,
,,,,testIntersectionInsideOutside,yes,yes,yes,yes,,
,,,,testIntersectionBoundaryBoundary,yes,yes,yes,yes,,
,,,,testIntersectionBoundaryOutside,yes,yes,yes,yes,,
,,,,testIntersectionOutsideOutside,yes,yes,yes,yes,,
,,,Vector3DFormatAbstractTest.java,testSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testNegativeX,yes,yes,yes,yes,,
,,,,testNegativeY,yes,yes,yes,yes,,
,,,,testNegativeZ,yes,yes,yes,yes,,
,,,,testNonDefaultSetting,yes,yes,yes,yes,,
,,,,testDefaultFormatVector3D,yes,yes,yes,yes,,
,,,,testNan,yes,yes,yes,yes,,
,,,,testPositiveInfinity,yes,yes,yes,yes,,
,,,,tesNegativeInfinity,yes,yes,yes,yes,,
,,,,testParseSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testParseIgnoredWhitespace,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testParseNegativeX,yes,yes,yes,yes,,
,,,,testParseNegativeY,yes,yes,yes,yes,,
,,,,testParseNegativeZ,yes,yes,yes,yes,,
,,,,testParseNegativeAll,yes,yes,yes,yes,,
,,,,testParseZeroX,yes,yes,yes,yes,,
,,,,testParseNonDefaultSetting,yes,yes,yes,yes,,
,,,,testParseNan,yes,yes,yes,yes,,
,,,,testParsePositiveInfinity,yes,yes,yes,yes,,
,,,,testParseNegativeInfinity,yes,yes,yes,yes,,
,,,,testConstructorSingleFormat,yes,yes,yes,yes,,
,,,,testForgottenPrefix,yes,yes,yes,yes,,
,,,,testForgottenSeparator,yes,yes,yes,yes,,
,,,,testForgottenSuffix,yes,yes,yes,yes,,
,,,Vector3DTest.java,testConstructors,yes,yes,yes,yes,,
,,,,testSpace,yes,yes,yes,yes,,
,,,,testZero,yes,yes,yes,yes,,
,,,,testEquals,yes,yes,yes,yes,,
,,,,testHash,yes,yes,yes,yes,,
,,,,testInfinite,yes,yes,yes,yes,,
,,,,testNaN,yes,yes,yes,yes,,
,,,,testToString,yes,yes,yes,yes,,
,,,,testWrongDimension,yes,yes,yes,yes,,
,,,,testCoordinates,yes,yes,yes,yes,,
,,,,testNorm1,yes,yes,yes,yes,,
,,,,testNorm,yes,yes,yes,yes,,
,,,,testNormSq,yes,yes,yes,yes,,
,,,,testNormInf,yes,yes,yes,yes,,
,,,,testDistance1,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testDistanceSq,yes,yes,yes,yes,,
,,,,testDistanceInf,yes,yes,yes,yes,,
,,,,testSubtract,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testScalarProduct,yes,yes,yes,yes,,
,,,,testVectorialProducts,yes,yes,yes,yes,,
,,,,testCrossProductCancellation,yes,yes,yes,yes,,
,,,,testAngular,yes,yes,yes,yes,,
,,,,testAngularSeparation,yes,yes,yes,yes,,
,,,,testNormalize,yes,yes,yes,yes,,
,,,,testNegate,yes,yes,yes,yes,,
,,,,testOrthogonal,yes,yes,yes,yes,,
,,,,testAngle,yes,yes,yes,yes,,
,,,,testAccurateDotProduct,yes,yes,yes,yes,,
,,,,testDotProduct,yes,yes,yes,yes,,
,,,,testAccurateCrossProduct,yes,yes,yes,yes,,
,,,,testCrossProduct,yes,yes,yes,yes,,
,,,Cartesian2DTest.java,testScaledVectorTripleConstructor,yes,yes,yes,yes,,
,,,,testScaledVectorQuadrupleConstructor,yes,yes,yes,yes,,
,,,,testConstructorExceptions,yes,yes,yes,yes,,
,,,,testToArray,yes,yes,yes,yes,,
,,,,testGetZero,yes,yes,yes,yes,,
,,,,testNorm1,yes,yes,yes,yes,,
,,,,testNormSq,yes,yes,yes,yes,,
,,,,testNormInf,yes,yes,yes,yes,,
,,,,testVectorAddition,yes,yes,yes,yes,missing a test,
,,,,testScaledVectorAddition,yes,yes,yes,yes,,
,,,,testVectorSubtraction,yes,yes,yes,yes,,
,,,,testScaledVectorSubtraction,yes,yes,yes,yes,,
,,,,testNormalize,yes,yes,yes,yes,,
,,,,testAngle,yes,yes,yes,yes,,
,,,,testNegate,yes,yes,yes,yes,,
,,,,testIsInfinite,yes,yes,yes,yes,,
,,,,testDistance1,yes,yes,yes,yes,,
,,,,testDistanceInf,yes,yes,yes,yes,,
,,,,testDistanceSq,yes,yes,yes,yes,,
,,,,testHashCode,yes,yes,yes,yes,,
,,,,testToString,yes,yes,yes,yes,,
,,,,testCrossProduct,yes,yes,yes,yes,,
,,,DiskGeneratorTest.java,testSupport0Point,yes,yes,yes,yes,,
,,,,testSupport1Point,yes,yes,yes,yes,,
,,,,testSupport2Points,yes,yes,yes,yes,,
,,,,testSupport3Points,yes,yes,yes,yes,,
,,,,testRandom,yes,yes,yes,yes,,
,,,Euclidean2DTest.java,testDimension,yes,yes,yes,yes,,
,,,,testSubSpace,yes,yes,yes,yes,,
,,,,testSerialization,yes,yes,yes,yes,,
,,,LineTest.java,testContains,yes,yes,yes,yes,,
,,,,testIntersection,yes,yes,yes,yes,,
,,,NestedLoopsTest.java,testNestedLoops,yes,yes,yes,yes,,
,,,PolygonsSetTest.java,testFull,yes,yes,yes,yes,,
,,,,testEmpty,yes,yes,yes,yes,,
,,,,testInfiniteLines_single,yes,yes,yes,yes,,
,,,,testInfiniteLines_twoIntersecting,yes,yes,yes,yes,,
,,,,testInfiniteLines_twoParallel_facingIn,yes,yes,yes,yes,,
,,,,testInfiniteLines_twoParallel_facingOut,yes,yes,yes,yes,,
,,,,testMixedFiniteAndInfiniteLines_explicitInfiniteBoundaries,yes,yes,yes,yes,,
,,,,testMixedFiniteAndInfiniteLines_impliedInfiniteBoundaries,yes,yes,yes,yes,,
,,,,testBox,yes,yes,yes,yes,,
,,,,testInvertedBox,yes,yes,yes,yes,,
,,,,testSimplyConnected,yes,yes,yes,yes,,
,,,,testStair,yes,yes,yes,yes,,
,,,,testHole,yes,yes,yes,yes,,
,,,,testDisjointPolygons,yes,yes,yes,yes,,
,,,,testOppositeHyperplanes,yes,yes,yes,yes,,
,,,,testSingularPoint,yes,yes,yes,yes,,
,,,,testLineIntersection,yes,yes,yes,yes,,
,,,,testUnlimitedSubHyperplane,yes,yes,yes,yes,,
,,,,testUnion,yes,yes,yes,yes,,
,,,,testIntersection,yes,yes,yes,yes,,
,,,,testXor,yes,yes,yes,yes,,
,,,,testDifference,yes,yes,yes,yes,,
,,,,testEmptyDifference,yes,yes,yes,yes,,
,,,,testChoppedHexagon,yes,yes,yes,yes,,
,,,,testConcentric,yes,yes,yes,yes,,
,,,,testBug20040520,yes,yes,yes,yes,,
,,,,testBug20041003,yes,yes,yes,yes,,
,,,,testSqueezedHexa,yes,yes,yes,yes,,
,,,,testIssue880Simplified,yes,yes,yes,yes,,
,,,,testIssue880Complete,yes,yes,yes,yes,,
,,,,testTooThinBox,yes,yes,yes,yes,,
,,,,testWrongUsage,yes,yes,yes,yes,,
,,,,testIssue1162,yes,yes,yes,yes,,
,,,,testThinRectangle_toleranceLessThanWidth_resultIsAccurate,yes,yes,yes,yes,,
,,,,testThinRectangle_toleranceGreaterThanWidth_resultIsDegenerate,yes,yes,yes,yes,,
,,,,testInconsistentHyperplanes,yes,yes,yes,yes,,
,,,,testBoundarySimplification,yes,yes,yes,yes,,
,,,SegmentTest.java,testDistance,yes,yes,yes,yes,,
,,,SubLineTest.java,testEndPoints,yes,yes,yes,yes,,
,,,,testNoEndPoints,yes,yes,yes,yes,,
,,,,testNoSegments,yes,yes,yes,yes,,
,,,,testSeveralSegments,yes,yes,yes,yes,,
,,,,testHalfInfiniteNeg,yes,yes,yes,yes,,
,,,,testHalfInfinitePos,yes,yes,yes,yes,,
,,,,testIntersectionInsideInside,yes,yes,yes,yes,,
,,,,testIntersectionInsideBoundary,yes,yes,yes,yes,,
,,,,testIntersectionInsideOutside,yes,yes,yes,yes,,
,,,,testIntersectionBoundaryBoundary,yes,yes,yes,yes,,
,,,,testIntersectionBoundaryOutside,yes,yes,yes,yes,,
,,,,testIntersectionOutsideOutside,yes,yes,yes,yes,,
,,,Vector2DFormatAbstractTest.java,testSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testNegativeX,yes,yes,yes,yes,,
,,,,testNegativeY,yes,yes,yes,yes,,
,,,,testNegativeZ,yes,yes,yes,yes,,
,,,,testNonDefaultSetting,yes,yes,yes,yes,,
,,,,testDefaultFormatVector2D,yes,yes,yes,yes,,
,,,,testNan,yes,yes,yes,yes,,
,,,,testPositiveInfinity,yes,yes,yes,yes,,
,,,,tesNegativeInfinity,yes,yes,yes,yes,,
,,,,testParseSimpleNoDecimals,yes,yes,yes,yes,,
,,,,testParseIgnoredWhitespace,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimals,yes,yes,yes,yes,,
,,,,testParseSimpleWithDecimalsTrunc,yes,yes,yes,yes,,
,,,,testParseNegativeX,yes,yes,yes,yes,,
,,,,testParseNegativeY,yes,yes,yes,yes,,
,,,,testParseNegativeZ,yes,yes,yes,yes,,
,,,,testParseNegativeAll,yes,yes,yes,yes,,
,,,,testParseZeroX,yes,yes,yes,yes,,
,,,,testParseNonDefaultSetting,yes,yes,yes,yes,,
,,,,testParseNan,yes,yes,yes,yes,,
,,,,testParsePositiveInfinity,yes,yes,yes,yes,,
,,,,testParseNegativeInfinity,yes,yes,yes,yes,,
,,,,testConstructorSingleFormat,yes,yes,yes,yes,,
,,,,testForgottenPrefix,yes,yes,yes,yes,,
,,,,testForgottenSeparator,yes,yes,yes,yes,,
,,,,testForgottenSuffix,yes,yes,yes,yes,,
,,,ConvexHullGenerator2DAbstractTest.java,testNullArgument,yes,yes,yes,yes,,
,,,,testEmpty,yes,yes,yes,yes,,
,,,,testOnePoint,yes,yes,yes,yes,,
,,,,testTwoPoints,yes,yes,yes,yes,,
,,,,testAllIdentical,yes,yes,yes,yes,,
,,,,testConvexHull,yes,yes,yes,yes,,
,,,,testCollinearPoints,yes,yes,yes,yes,,
,,,,testCollinearPointsReverse,yes,yes,yes,yes,,
,,,,testCollinearPointsIncluded,yes,yes,yes,yes,,
,,,,testCollinearPointsIncludedReverse,yes,yes,yes,yes,,
,,,,testIdenticalPoints,yes,yes,yes,yes,,
,,,,testIdenticalPoints2,yes,yes,yes,yes,,
,,,,testClosePoints,yes,yes,yes,yes,,
,,,,testCollinearPointOnExistingBoundary,yes,yes,yes,yes,,
,,,,testCollinearPointsInAnyOrder,yes,yes,yes,yes,,
,,,,testIssue1123,yes,yes,yes,yes,,
,,,MonotoneChainTest.java,testConvergenceException,yes,yes,yes,yes,,
,,,CharacterizationTest.java,testCharacterize_insideLeaf,yes,yes,yes,yes,,
,,,,testCharacterize_outsideLeaf,yes,yes,yes,yes,,
,,,,testCharacterize_onPlusSide,yes,yes,yes,yes,,
,,,,testCharacterize_onMinusSide,yes,yes,yes,yes,,
,,,,testCharacterize_onBothSides,yes,yes,yes,yes,,
,,,,testCharacterize_multipleSplits_reunitedOnPlusSide,yes,yes,yes,yes,,
,,,,testCharacterize_multipleSplits_reunitedOnMinusSide,yes,yes,yes,yes,,
,,,,testCharacterize_onHyperplane_sameOrientation,yes,yes,yes,yes,,
,,,,testCharacterize_onHyperplane_oppositeOrientation,yes,yes,yes,yes,,
,,,,testCharacterize_onHyperplane_multipleSplits_sameOrientation,yes,yes,yes,yes,,
,,,,testCharacterize_onHyperplane_multipleSplits_oppositeOrientation,yes,yes,yes,yes,,
,,,,testCharacterize_onHyperplane_box,yes,yes,yes,yes,,
,,,ArcTest.java,testArc,yes,yes,yes,yes,,
,,,,testWrongInterval,yes,yes,yes,yes,,
,,,,testTolerance,yes,yes,yes,yes,,
,,,,testFullCircle,yes,yes,yes,yes,,
,,,,testSmall,yes,yes,yes,yes,,
,,,ArcsSetTest.java,testArc,yes,yes,yes,yes,,
,,,,testWrapAround2PiArc,yes,yes,yes,yes,,
,,,,testSplitOver2Pi,yes,yes,yes,yes,,
,,,,testSplitAtEnd,yes,yes,yes,yes,,
,,,,testWrongInterval,yes,yes,yes,yes,,
,,,,testFullEqualEndPoints,yes,yes,yes,yes,,
,,,,testFullCircle,yes,yes,yes,yes,,
,,,,testEmpty,yes,yes,yes,yes,,
,,,,testTiny,yes,yes,yes,yes,,
,,,,testSpecialConstruction,yes,yes,yes,yes,,
,,,,testDifference,yes,yes,yes,yes,,
,,,,testIntersection,yes,yes,yes,yes,,
,,,,testMultiple,yes,yes,yes,yes,,
,,,,testSinglePoint,yes,yes,yes,yes,,
,,,,testIteration,yes,yes,yes,yes,,
,,,,testEmptyTree,yes,yes,yes,yes,,
,,,,testShiftedAngles,yes,yes,yes,yes,,
,,,,testInconsistentState,yes,yes,yes,yes,,
,,,,testSide,yes,yes,yes,yes,,
,,,,testSideEmbedded,yes,yes,yes,yes,,
,,,,testSideOverlapping,yes,yes,yes,yes,,
,,,,testSideHyper,yes,yes,yes,yes,,
,,,,testSplitEmbedded,yes,yes,yes,yes,,
,,,,testSplitOverlapping,yes,yes,yes,yes,,
,,,,testFarSplit,yes,yes,yes,yes,,
,,,,testSplitWithinEpsilon,yes,yes,yes,yes,,
,,,,testSideSplitConsistency,yes,yes,yes,yes,,
,,,LimitAngleTest.java,testReversedLimit,yes,yes,yes,yes,,
,,,S1PointTest.java,testS1Point,yes,yes,yes,yes,,
,,,,testNaN,yes,yes,yes,yes,,
,,,,testEquals,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testSpace,yes,yes,yes,yes,,
,,,Sphere1Test.java,testDimension,yes,yes,yes,yes,,
,,,,testSubSpace,yes,yes,yes,yes,,
,,,,testSerialization,yes,yes,yes,yes,,
,,,CircleTest.java,testEquator,yes,yes,yes,yes,,
,,,,testXY,yes,yes,yes,yes,,
,,,,testReverse,yes,yes,yes,yes,,
,,,,testPhase,yes,yes,yes,yes,,
,,,,testSubSpace,yes,yes,yes,yes,,
,,,,testSpace,yes,yes,yes,yes,,
,,,,testOffset,yes,yes,yes,yes,,
,,,,testInsideArc,yes,yes,yes,yes,,
,,,,testTransform,yes,yes,yes,yes,,
,,,S2PointTest.java,testS2Point,yes,yes,yes,yes,,
,,,,testNegativePolarAngle,yes,yes,yes,yes,,
,,,,testTooLargePolarAngle,yes,yes,yes,yes,,
,,,,testNaN,yes,yes,yes,yes,,
,,,,testEquals,yes,yes,yes,yes,,
,,,,testDistance,yes,yes,yes,yes,,
,,,,testSpace,yes,yes,yes,yes,,
,,,SphericalPolygonsSetTest.java,testFullSphere,yes,yes,yes,yes,,
,,,,testEmpty,yes,yes,yes,yes,,
,,,,testSouthHemisphere,yes,yes,yes,yes,,
,,,,testPositiveOctantByIntersection,yes,yes,yes,yes,,
,,,,testPositiveOctantByVertices,yes,yes,yes,yes,,
,,,,testNonConvex,yes,yes,yes,yes,,
,,,,testModeratlyComplexShape,yes,yes,yes,yes,,
,,,,testSeveralParts,yes,yes,yes,yes,,
,,,,testPartWithHole,yes,yes,yes,yes,,
,,,,testConcentricSubParts,yes,yes,yes,yes,,
,,,,testGeographicalMap,yes,yes,yes,yes,,
,,,SubCircleTest.java,testFullCircle,yes,yes,yes,yes,,
,,,,testSide,yes,yes,yes,yes,,
,,,,testSPlit,yes,yes,yes,yes,,
,,,,testSideSplitConsistency,yes,yes,yes,yes,,
12/03/2019 5:53:05,b8d96de5871d938f678b4702c2fcc306bdf1f34d,"MATH-1446: Removed ""Fraction"" class (ported to ""Commons Numbers"").

Functionality unused within ""Commons Math"" was also removed:
 * Utility to build ""FieldMatrix<Fraction>"" instances.
 * Utility to convert from ""FieldMatrix<Fraction>"" to ""RealMatrix"".

Class ""Fraction"" was used for testing ""Field"" functionalities.
Corresponding unit tests were refactored to use class ""Dfp"" instead.
A ""dummy"" class (""Dfp25"") was introduced for that purpose (in ""src/test"").
Some tests, too tied to the field type being ""Fraction"", were modified.",FractionTest.java,testConstructor,yes,yes,yes,yes,,
,,,,testGoldenRatio,yes,yes,yes,yes,,
,,,,testDoubleConstructor,yes,yes,yes,yes,,
,,,,testDigitLimitConstructor,yes,yes,yes,yes,,
,,,,testIntegerOverflow,yes,yes,yes,yes,,
,,,,testEpsilonLimitConstructor,yes,yes,yes,yes,,
,,,,testCompareTo,yes,yes,yes,yes,,
,,,,testDoubleValue,yes,yes,yes,yes,,
,,,,testFloatValue,yes,yes,yes,yes,,
,,,,testIntValue,yes,yes,yes,yes,,
,,,,testLongValue,yes,yes,yes,yes,,
,,,,testConstructorDouble,yes,yes,yes,yes,missing tests,
,,,,testAbs,yes,yes,yes,yes,,
,,,,testPercentage,yes,yes,yes,yes,,
,,,,testMath835,yes,yes,yes,yes,,
,,,,testMath1261,yes,yes,yes,yes,,
,,,,testReciprocal,yes,yes,yes,yes,,
,,,,testNegate,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testDivide,yes,yes,yes,yes,,
,,,,testMultiply,yes,yes,yes,yes,,
,,,,testSubtract,yes,yes,yes,yes,,
,,,,testEqualsAndHashCode,yes,yes,yes,yes,,
,,,,testGetReducedFraction,yes,yes,yes,yes,,
,,,,testToString,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,,
,,,MatrixUtilsTest.java,testFractionConverter,yes,yes,yes,yes,,
12/03/2019 7:51:53,cf2b9e7479179bff9111df99b7fa9f30a1bd5a8b,"MATH-1504: Removed ""BigFraction"" class (ported to ""Commons Numbers"").

Functionality unused within ""Commons Math"" was also removed:
 * Utility to build ""FieldMatrix<BigFraction>"" instances.
 * Utility to convert from ""FieldMatrix<BigFraction>"" to ""RealMatrix"".

Class ""BigFraction"" was used for testing ""Field"" functionalities.
Corresponding unit tests were refactored to use class ""Dfp"" instead.",BigFractionFieldTest.java,testZero,yes,yes,yes,yes,,
,,,,testOne,yes,yes,yes,yes,,
,,,,testSerial,yes,yes,yes,yes,missing tests,
,,,BigFractionTest.java,testConstructor,yes,yes,yes,yes,,
,,,,testGoldenRatio,yes,yes,yes,yes,,
,,,,testDoubleConstructor,yes,yes,yes,yes,,
,,,,testDigitLimitConstructor,yes,yes,yes,yes,,
